Q407166	Somatostatin	Q24778427	Somatostatin
Q21133232	Heterogeneous nuclear ribonucleoprotein C like 2	Q54450559	Nucleotide-binding alpha-beta plait domain superfamily
Q21133233	Heterogeneous nuclear ribonucleoprotein C like 1	Q24777488	Heterogeneous nuclear ribonucleoprotein C
Q21133233	Heterogeneous nuclear ribonucleoprotein C like 1	Q41797127	RNA-binding domain superfamily
Q21133233	Heterogeneous nuclear ribonucleoprotein C like 1	Q54450559	Nucleotide-binding alpha-beta plait domain superfamily
Q21133234	Heterogeneous nuclear ribonucleoprotein C like 3	Q24777488	Heterogeneous nuclear ribonucleoprotein C
Q21133234	Heterogeneous nuclear ribonucleoprotein C like 3	Q41797127	RNA-binding domain superfamily
Q21133234	Heterogeneous nuclear ribonucleoprotein C like 3	Q54450559	Nucleotide-binding alpha-beta plait domain superfamily
Q21133236	Heterogeneous nuclear ribonucleoprotein H3	Q41797127	RNA-binding domain superfamily
Q21133236	Heterogeneous nuclear ribonucleoprotein H3	Q54450559	Nucleotide-binding alpha-beta plait domain superfamily
Q21133239	Heterogeneous nuclear ribonucleoprotein A/B	Q41797127	RNA-binding domain superfamily
Q21133239	Heterogeneous nuclear ribonucleoprotein A/B	Q54450559	Nucleotide-binding alpha-beta plait domain superfamily
Q21133240	Jupiter microtubule associated homolog 1	Q24778572	Microtubule-associated protein Jupiter
Q21133241	Hyaluronan and proteoglycan link protein 4	Q24781446	C-type lectin fold
Q21133241	Hyaluronan and proteoglycan link protein 4	Q24785714	C-type lectin-like/link domain superfamily
Q21133241	Hyaluronan and proteoglycan link protein 4	Q24787648	Immunoglobulin-like fold
Q21133241	Hyaluronan and proteoglycan link protein 4	Q41797304	Immunoglobulin-like domain superfamily
Q21133242	Hyaluronan and proteoglycan link protein 3	Q24781446	C-type lectin fold
Q21133242	Hyaluronan and proteoglycan link protein 3	Q24785714	C-type lectin-like/link domain superfamily
Q21133242	Hyaluronan and proteoglycan link protein 3	Q24787648	Immunoglobulin-like fold
Q21133242	Hyaluronan and proteoglycan link protein 3	Q41797304	Immunoglobulin-like domain superfamily
Q21137288	Kelch-like 33 (Drosophila)	Q24721553	Kelch-like protein 33
Q21137288	Kelch-like 33 (Drosophila)	Q24772690	Kelch-type beta propeller
Q21137303	Psoriasis susceptibility 1 candidate 1	Q24779513	Psoriasis susceptibility 1 candidate 1
Q21137315	Phosphatase and tensin-like protein	Q24741290	Bifunctional phosphatidylinositol trisphosphate phosphatase/dual specificity phosphatase PTEN
Q21137315	Phosphatase and tensin-like protein	Q24743680	Protein-tyrosine phosphatase-like
Q21137320	Fatty acid desaturase 1	Q423042	membrane proteins
Q21137320	Fatty acid desaturase 1	Q24779624	Fatty acid desaturase
Q21137320	Fatty acid desaturase 1	Q41797515	Cytochrome b5-like heme/steroid binding domain superfamily
Q21137331	PKMYT1 protein	Q24726164	Protein kinase-like domain superfamily
Q21137339	Phospholipid-transporting ATPase	Q24724685	P-type ATPase, transmembrane domain superfamily
Q21137339	Phospholipid-transporting ATPase	Q24774174	P-type ATPase, A domain superfamily
Q21137339	Phospholipid-transporting ATPase	Q24774559	Probable phospholipid-transporting ATPase IH
Q21137339	Phospholipid-transporting ATPase	Q24778766	P-type ATPase, cytoplasmic domain N
Q21137339	Phospholipid-transporting ATPase	Q24783022	HAD superfamily
Q21137339	Phospholipid-transporting ATPase	Q41797525	HAD-like superfamily
Q21137345	Arylamine N-acetyltransferase	Q24725713	Arylamine N-acetyltransferase
Q21137345	Arylamine N-acetyltransferase	Q54461762	Papain-like cysteine peptidase superfamily
Q21137348	PDC protein	Q24779760	Phosducin, N-terminal domain superfamily
Q21137348	PDC protein	Q24781699	Phosducin
Q21137348	PDC protein	Q41797370	Thioredoxin-like superfamily
Q21137362	KIR2DS4	Q24787648	Immunoglobulin-like fold
Q21137362	KIR2DS4	Q41797304	Immunoglobulin-like domain superfamily
Q21137380	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1, isoform CRA_a	Q24776120	SWI/SNF complex subunit BAF57
Q21137380	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1, isoform CRA_a	Q41798006	High mobility group box domain superfamily
Q21137383	Mix1 homeobox-like 1 (Xenopus laevis), isoform CRA_a	Q24769639	Homeobox-like domain superfamily
Q21137386	Clathrin, light polypeptide (Lcb), isoform CRA_c	Q24721776	Clathrin light chain
Q21137387	THAP domain containing 6, isoform CRA_b	Q54461244	THAP-type zinc finger superfamily
Q21137389	Mitotic spindle assembly checkpoint protein MAD2B	Q41797672	HORMA domain superfamily
Q21137391	EVPL protein	Q24727038	Envoplakin
Q21137391	EVPL protein	Q41797065	Plakin repeat superfamily
Q21137392	Protein phosphatase 1B	Q24776163	Protein phosphatase 2C family
Q21137392	Protein phosphatase 1B	Q41797563	PPM-type phosphatase domain superfamily
Q21137392	Protein phosphatase 1B	Q41797682	Phosphatase 2C, C-terminal domain superfamily
Q21137394	Histone-lysine N-methyltransferase SUV39H2	Q24725476	Histone H3-K9 methyltransferase
Q21137394	Histone-lysine N-methyltransferase SUV39H2	Q24776160	Chromo-like domain superfamily
Q21137395	DnaJ homolog subfamily C member 2	Q41797965	Chaperone J-domain superfamily
Q21137396	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5	Q24727277	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5
Q21137397	Solute carrier family 12 member 9	Q24722832	Solute carrier family 12 member 9
Q21137399	Fibroblast growth factor receptor 1	Q24787648	Immunoglobulin-like fold
Q21137399	Fibroblast growth factor receptor 1	Q41797304	Immunoglobulin-like domain superfamily
Q21137400	Hexosyltransferase	Q24725547	Glycosyl transferase, family 31
Q21137402	Transmembrane protease serine 2	Q41797871	SRCR-like domain superfamily
Q21137405	Biorientation of chromosomes in cell division protein 1	Q24769313	Biorientation of chromosomes in cell division protein 1-like
Q21137406	40S ribosomal protein SA	Q24722641	Ribosomal protein S2, eukaryotic/archaeal
Q21137406	40S ribosomal protein SA	Q24741008	Ribosomal protein S2, flavodoxin-like domain superfamily
Q21137407	Meiosis-specific coiled-coil domain-containing protein MEIOC	Q24720689	Meiosis-specific coiled-coil domain-containing protein MEIOC
Q21137408	Transcription factor Dp-2	Q24783362	Transcription factor DP2
Q21137408	Transcription factor Dp-2	Q41797502	Winged helix-like DNA-binding domain superfamily
Q21137408	Transcription factor Dp-2	Q41797505	Winged helix DNA-binding domain superfamily
Q21137408	Transcription factor Dp-2	Q41798321	E2F-DP heterodimerization region
Q21137408	Transcription factor Dp-2	Q54460833	Transcription factor DP, C-terminal domain superfamily
Q21137409	Troponin T, cardiac muscle	Q24785650	Troponin T
Q21137411	Ras-related protein Rab-43	Q24726930	P-loop containing nucleoside triphosphate hydrolase
Q21137411	Ras-related protein Rab-43	Q24781762	Small GTPase
Q21137413	Sodium channel protein type 7 subunit alpha	Q24771946	Voltage gated sodium channel, alpha-7 subunit
Q21137413	Sodium channel protein type 7 subunit alpha	Q54444446	Voltage-dependent channel domain superfamily
Q21137414	Zinc finger protein 20	Q41797188	KRAB domain superfamily
Q21137414	Zinc finger protein 20	Q41797357	Zinc finger C2H2 superfamily
Q21125520	TTK protein kinase	Q24724527	Tetratricopeptide-like helical domain superfamily
Q21125520	TTK protein kinase	Q24726164	Protein kinase-like domain superfamily
Q21125520	TTK protein kinase	Q24775142	Protein kinase Mps1 family
Q21125523	TELO2 interacting protein 2	Q24780424	Armadillo-type fold
Q21125523	TELO2 interacting protein 2	Q24782915	Tti2 family
Q21125531	Twinfilin actin binding protein 1	Q24781969	Twinfilin
Q21125531	Twinfilin actin binding protein 1	Q24785761	ADF-H/Gelsolin-like domain superfamily
Q21125536	Twinfilin actin binding protein 2	Q24781969	Twinfilin
Q21125536	Twinfilin actin binding protein 2	Q24785761	ADF-H/Gelsolin-like domain superfamily
Q21125538	Testis expressed 261	Q24781215	Transmembrane adaptor Erv26
Q21125545	Ubiquitin specific peptidase 27 X-linked	Q54461762	Papain-like cysteine peptidase superfamily
Q21125548	Ubiquitin specific peptidase 46	Q54461762	Papain-like cysteine peptidase superfamily
Q21125551	Putative ubiquitin carboxyl-terminal hydrolase 41	Q54461762	Papain-like cysteine peptidase superfamily
Q21125554	Ubiquitin specific peptidase 34	Q24780424	Armadillo-type fold
Q21125554	Ubiquitin specific peptidase 34	Q54461762	Papain-like cysteine peptidase superfamily
Q21125557	Ubiquitin specific peptidase 30	Q54461762	Papain-like cysteine peptidase superfamily
Q21125558	Ubiquitin specific peptidase 31	Q54461762	Papain-like cysteine peptidase superfamily
Q21125561	Ubiquitin specific peptidase 45	Q24786519	Zinc finger, RING/FYVE/PHD-type
Q21125561	Ubiquitin specific peptidase 45	Q54461762	Papain-like cysteine peptidase superfamily
Q21125564	Ubiquitin specific peptidase 43	Q54461762	Papain-like cysteine peptidase superfamily
Q21125567	Ubiquitin specific peptidase 37	Q54442216	Ubiquitin carboxyl-terminal hydrolase 37, pleckstrin homology-like domain superfamily
Q21125567	Ubiquitin specific peptidase 37	Q54461762	Papain-like cysteine peptidase superfamily
Q21125570	Ubiquitin specific peptidase 48	Q24725964	Ubiquitin-like domain superfamily
Q21125570	Ubiquitin specific peptidase 48	Q41797077	DUSP-like superfamily
Q21125570	Ubiquitin specific peptidase 48	Q54461762	Papain-like cysteine peptidase superfamily
Q21125572	Ubiquitin specific peptidase 38	Q54461762	Papain-like cysteine peptidase superfamily
Q21125575	Ubiquitin specific peptidase 32	Q24742069	EF-hand domain pair
Q21125575	Ubiquitin specific peptidase 32	Q41797077	DUSP-like superfamily
Q21125575	Ubiquitin specific peptidase 32	Q54461762	Papain-like cysteine peptidase superfamily
Q21125578	Ubiquitin specific peptidase 33	Q24786519	Zinc finger, RING/FYVE/PHD-type
Q21125578	Ubiquitin specific peptidase 33	Q41797077	DUSP-like superfamily
Q21125578	Ubiquitin specific peptidase 33	Q54461762	Papain-like cysteine peptidase superfamily
Q21125581	Ubiquitin specific peptidase 28	Q24722600	UBA-like superfamily
Q21125581	Ubiquitin specific peptidase 28	Q54461762	Papain-like cysteine peptidase superfamily
Q21125584	Ubiquitin specific peptidase 26	Q54442216	Ubiquitin carboxyl-terminal hydrolase 37, pleckstrin homology-like domain superfamily
Q21125584	Ubiquitin specific peptidase 26	Q54461762	Papain-like cysteine peptidase superfamily
Q21125587	Ubiquitin specific peptidase 44	Q24786519	Zinc finger, RING/FYVE/PHD-type
Q21125587	Ubiquitin specific peptidase 44	Q54461762	Papain-like cysteine peptidase superfamily
Q21125590	Ubiquitin specific peptidase 29	Q54442216	Ubiquitin carboxyl-terminal hydrolase 37, pleckstrin homology-like domain superfamily
Q21125590	Ubiquitin specific peptidase 29	Q54461762	Papain-like cysteine peptidase superfamily
Q21125593	Ubiquitin specific peptidase 40	Q54461762	Papain-like cysteine peptidase superfamily
Q21125596	Ubiquitin specific peptidase 36	Q54461762	Papain-like cysteine peptidase superfamily
Q21131501	EPH receptor B6	Q24726164	Protein kinase-like domain superfamily
Q21131501	EPH receptor B6	Q24780736	Galactose-binding-like domain superfamily
Q21131501	EPH receptor B6	Q24787648	Immunoglobulin-like fold
Q21131501	EPH receptor B6	Q24788317	Ephrin receptor type-A /type-B
Q21131501	EPH receptor B6	Q41797245	Fibronectin type III superfamily
Q21131502	Epoxide hydrolase 4	Q24726742	Epoxide hydrolase-like
Q21131502	Epoxide hydrolase 4	Q24744945	Alpha/Beta hydrolase fold
Q21131503	Epoxide hydrolase 3	Q24726742	Epoxide hydrolase-like
Q21131503	Epoxide hydrolase 3	Q24744945	Alpha/Beta hydrolase fold
Q21131506	Fermitin family member 1	Q24786013	PH-like domain superfamily
Q21131506	Fermitin family member 1	Q41797112	FERM superfamily, second domain
Q21131506	Fermitin family member 1	Q54460401	Kindlin/fermitin
Q21131507	Fat storage inducing transmembrane protein 1	Q24741742	Fat storage-inducing transmembrane protein
Q21131508	Glycine cleavage system protein H	Q24726474	Single hybrid motif
Q21131508	Glycine cleavage system protein H	Q24773060	Glycine cleavage system H-protein, subgroup
Q21131510	GPN-loop GTPase 2	Q24726930	P-loop containing nucleoside triphosphate hydrolase
Q21131510	GPN-loop GTPase 2	Q24779898	GPN-loop GTPase 2
Q21131511	GPN-loop GTPase 1	Q24726930	P-loop containing nucleoside triphosphate hydrolase
Q21131511	GPN-loop GTPase 1	Q24727562	GPN-loop GTPase 1
Q21131512	GPN-loop GTPase 3	Q24726930	P-loop containing nucleoside triphosphate hydrolase
Q21131512	GPN-loop GTPase 3	Q24771491	GPN-loop GTPase 3
Q21131513	Protein phosphatase, Mg2+/Mn2+ dependent 1D	Q24776163	Protein phosphatase 2C family
Q21131513	Protein phosphatase, Mg2+/Mn2+ dependent 1D	Q41797563	PPM-type phosphatase domain superfamily
Q21131514	H2A.B variant histone 1	Q24721200	Histone-fold
Q21131514	H2A.B variant histone 1	Q24785535	Histone H2A
Q21131519	Hydroxyacid oxidase 2	Q4994304	TIM barrel
Q21131519	Hydroxyacid oxidase 2	Q24720447	Alpha-hydroxy acid dehydrogenase, FMN-dependent
Q21131523	Hydroxyacid oxidase 1	Q4994304	TIM barrel
Q21131523	Hydroxyacid oxidase 1	Q24720447	Alpha-hydroxy acid dehydrogenase, FMN-dependent
Q21131524	Heat shock protein nuclear import factor hikeshi	Q24725068	OPI10 family
Q21131526	Histone H4 transcription factor	Q41797357	Zinc finger C2H2 superfamily
Q21131529	Interferon induced protein with tetratricopeptide repeats 2	Q24724527	Tetratricopeptide-like helical domain superfamily
Q21131529	Interferon induced protein with tetratricopeptide repeats 2	Q24727354	Interferon-induced protein with tetratricopeptide repeats 2
Q21131531	Interferon induced transmembrane protein 3	Q5282526	Dispanin
Q21131531	Interferon induced transmembrane protein 3	Q24783586	CD225/Dispanin family
Q21131532	Interferon induced transmembrane protein 2	Q24783586	CD225/Dispanin family
Q21131532	Interferon induced transmembrane protein 2	Q67141865	auxiliary transport protein
Q21131535	Interferon induced protein with tetratricopeptide repeats 5	Q24724527	Tetratricopeptide-like helical domain superfamily
Q21131535	Interferon induced protein with tetratricopeptide repeats 5	Q24774007	Interferon-induced protein with tetratricopeptide repeat 5
Q21131537	Interferon induced protein with tetratricopeptide repeats 1B	Q24724527	Tetratricopeptide-like helical domain superfamily
Q21131541	Interferon epsilon	Q24724363	Four-helical cytokine-like, core
Q21131541	Interferon epsilon	Q24780046	Interferon alpha/beta/delta
Q21131542	Transmembrane protein 183A	Q24787449	Transmembrane protein 183
Q21131542	Transmembrane protein 183A	Q41797184	F-box-like domain superfamily
Q21131543	Interferon induced protein 44	Q24726930	P-loop containing nucleoside triphosphate hydrolase
Q21131543	Interferon induced protein 44	Q24777821	Interferon-induced protein 44 family
Q21131544	Interferon kappa	Q24724363	Four-helical cytokine-like, core
Q21131544	Interferon kappa	Q24780046	Interferon alpha/beta/delta
Q21131545	Immunoglobulin superfamily member 23	Q24787648	Immunoglobulin-like fold
Q21131545	Immunoglobulin superfamily member 23	Q41797304	Immunoglobulin-like domain superfamily
Q21131546	IgLON family member 5	Q24787648	Immunoglobulin-like fold
Q21131546	IgLON family member 5	Q41797304	Immunoglobulin-like domain superfamily
Q21131547	Immunoglobulin superfamily member 3	Q24787648	Immunoglobulin-like fold
Q21131547	Immunoglobulin superfamily member 3	Q41797304	Immunoglobulin-like domain superfamily
Q21131548	Immunoglobulin lambda like polypeptide 1	Q24787648	Immunoglobulin-like fold
Q21131548	Immunoglobulin lambda like polypeptide 1	Q41797304	Immunoglobulin-like domain superfamily
Q21131549	Immunoglobulin superfamily member 22	Q24787648	Immunoglobulin-like fold
Q21131549	Immunoglobulin superfamily member 22	Q41797245	Fibronectin type III superfamily
Q21131549	Immunoglobulin superfamily member 22	Q41797304	Immunoglobulin-like domain superfamily
Q21131551	Karyopherin subunit alpha 7	Q24739502	Armadillo-like helical
Q21131551	Karyopherin subunit alpha 7	Q24768965	Importin subunit alpha
Q21131551	Karyopherin subunit alpha 7	Q24780424	Armadillo-type fold
Q21131551	Karyopherin subunit alpha 7	Q54459984	Importin-alpha, importin-beta-binding domain superfamily
Q21131587	Integrator complex subunit 2	Q24786050	Integrator complex subunit 2, metazoa
Q21131590	Integrator complex subunit 10	Q24780973	Integrator complex subunit 10
Q21131597	Iodothyronine deiodinase 1	Q24727326	Iodothyronine deiodinase I/III
Q21131597	Iodothyronine deiodinase 1	Q41797370	Thioredoxin-like superfamily
Q21131600	Keratin associated protein 10-8	Q24723690	Keratin-associated protein, PMG type
Q21131600	Keratin associated protein 10-8	Q24780786	Keratin-associated protein
Q21131609	SH3 domain binding protein 1	Q24742062	Rho GTPase activation protein
Q21131609	SH3 domain binding protein 1	Q24785855	AH/BAR domain superfamily
Q21131615	ADAM metallopeptidase domain 29	Q24778214	Metallopeptidase, catalytic domain superfamily
